Name EN,Name CN
Cyborg Kuro-chan - Devil Fukkatsu (Japan),霹雳酷乐猫
Cyborg Kuro-chan 2 - White Woods no Gyakushuu (Japan),霹雳酷乐猫2
DT - Lords of Genomes (Japan) (SGB Enhanced) (GB Compatible),DT - 基因之战
DX Jinsei Game (Japan),人生剧场dx
DX Monopoly GB (Japan) (SGB Enhanced) (GB Compatible),大富翁DX
Daa! Daa! Daa! - Totsuzen Card de Battle de Uranai de! (Japan),外星宝宝撞地球
"Daffy Duck - Fowl Play (USA, Europe) (GB Compatible)",达菲鸭 - 致富记
Daffy Duck - Subette Koron de Oogane Mochi (Japan) (GB Compatible),达菲鸭致富记
Daikaijuu Monogatari - Poyon no Dungeon Room (Japan) (SGB Enhanced) (GB Compatible),大贝兽物语1
Daikaijuu Monogatari - Poyon no Dungeon Room 2 (Japan),大贝兽物语2
Daikaijuu Monogatari - The Miracle of the Zone II (Japan) (SGB Enhanced) (GB Compatible),大贝兽物语 - 神奇地带2
Daikatana GB (Japan) (NP),大刀
Daiku no Gen-san - Kachikachi no Tonkachi ga Kachi (Japan) (SGB Enhanced) (GB Compatible),大力工头
Dance Dance Revolution GB (Japan),热舞革命
Dance Dance Revolution GB - Disney Mix (Japan),热舞革命 - 迪斯尼版
Dance Dance Revolution GB 2 (Japan),热舞革命2
Dance Dance Revolution GB 3 (Japan),热舞革命3
Dancing Furby (Japan) (GB Compatible),音符小精灵
Data-Navi Pro Yakyuu (Japan),公众棒球
Data-Navi Pro Yakyuu 2 (Japan),公众棒球2
"Dave Mirra Freestyle BMX (USA, Europe)",自行车比赛
"David Beckham Soccer (Europe) (En,Fr,De,Es,It)",贝克汉姆足球
"David O'Leary's Total Soccer 2000 (Europe) (En,Fr,De,Es,It,Nl)",足球总决赛2000
"Deadly Skies (Europe) (En,Fr,De)",致命高空
Dear Daniel no Sweet Adventure - Kitty-chan o Sagashite (Japan) (SGB Enhanced) (GB Compatible),凯蒂猫甜蜜的冒险 - 想见丹尼尔君
Deer Hunter (USA),猎鹿人
Deja Vu I & II (Japan),黑道惊魂1+2
"Deja Vu I & II - The Casebooks of Ace Harding (Europe) (En,Fr)",黑道惊魂1+2 - 案件集
"Deja Vu I & II - The Casebooks of Ace Harding (Europe) (Fr,De)",黑道惊魂1+2 - 案件集
Deja Vu I & II - The Casebooks of Ace Harding (USA),黑道惊魂1+2 - 案件集
Dejiko no Mahjong Party (Japan),可爱麻将
"Denki Blocks! (Europe) (En,Fr,De,Es,It)",电击方块
Densha de Go! (Japan),电车GO
Densha de Go! 2 (Japan),电车GO2
"Dexter's Laboratory - Robot Rampage (USA, Europe)",电梯大战 - 机器人版
Dino Breeder 3 - Gaia Fukkatsu (Japan) (SGB Enhanced) (GB Compatible),饲养恐龙3
Dino Breeder 4 (Japan) (SGB Enhanced) (GB Compatible),饲养恐龙4
"Dinosaur (Europe) (En,Fr,De,Es,It)",迪斯尼恐龙
Dinosaur (USA),迪斯尼恐龙
"Dinosaur'us (Europe) (En,Fr,De,Es,It,Nl)",迪斯尼恐龙
Diva Starz (Europe),天后星光购物狂
Diva Starz (France),天后星光购物狂
Diva Starz (Germany),天后星光购物狂
Diva Starz - Mall Mania (USA),女明星 - 疯狂购物
Dogz (Europe),狗狗小站
Dogz (USA),狗狗小站
Dokapon! - Millennium Quest (Japan) (SGB Enhanced) (GB Compatible),千年探险
Doki x Doki Sasete!! (Japan),咕噜咕噜魔法阵
Dokidoki Densetsu - Mahoujin Guruguru (Japan),咕噜咕噜魔法
Donald Duck - Daisy o Sukue! (Japan),唐老鸭
"Donald Duck - Goin' Quackers (USA) (En,Fr,De,Es,It)",唐老鸭
"Donald Duck - Quack Attack (Europe) (En,Fr,De,Es,It)",唐老鸭
Donkey Kong 2001 (Japan),大金刚2001
"Donkey Kong Country (USA, Europe) (En,Fr,De,Es,It)",大金刚王国
Donkey Kong GB - Dinky Kong & Dixie Kong (Japan),大金刚GB
Doraemon - Aruke Aruke Labyrinth (Japan) (GB Compatible),多啦A梦 - 迷宫大冒险
Doraemon - Kimi to Pet no Monogatari (Japan) (GB Compatible),多啦A梦 - 宠物故事
Doraemon Kart 2 (Japan) (SGB Enhanced) (GB Compatible),多啦A梦赛车2
Doraemon Memories - Nobita no Omoide Daibouken (Japan) (GB Compatible),多啦A梦 - 野比大冒险
Doraemon no Quiz Boy (Japan),多啦A梦问答
Doraemon no Quiz Boy (Japan) (Rev 1),多啦A梦问答
Doraemon no Quiz Boy 2 (Japan),小叮当益智问答2
Doraemon no Study Boy - Gakushuu Kanji Game (Japan),多啦A梦 - 汉字学习
Doraemon no Study Boy - Kanji Yomikaki Master (Japan),小叮当汉字学习
Doraemon no Study Boy - Kuku Game (Japan),多啦A梦 - 乘法学习
Doug - La Grande Aventure (France),杜哥的胆量
Doug's Big Game (Europe),杜哥的胆量
Doug's Big Game (Germany),杜哥的胆量
Doug's Big Game (USA),杜哥的胆量
Dr. Rin ni Kiitemite! - Koi no Rin Fuusui (Japan),林博士 - 恋爱的风水
"Dracula - Crazy Vampire (Europe) (En,Fr,De,Es,It)",达库拉 - 疯狂的吸血鬼
Dracula - Crazy Vampire (USA),达库拉 - 疯狂的吸血鬼
Dragon Ball Z - Densetsu no Chou Senshi-tachi (Japan),龙珠Z - 传说的超战士们
Dragon Ball Z - Guerreros de Leyenda (Spain),龙珠Z - 传说的超战士们
Dragon Ball Z - I Leggendari Super Guerrieri (Italy),龙珠Z - 传说的超战士们
Dragon Ball Z - Legendaere Superkaempfer (Germany),龙珠Z - 传说的超战士们
Dragon Ball Z - Legendary Super Warriors (Europe),龙珠Z - 传说的超战士们
Dragon Ball Z - Legendary Super Warriors (USA),龙珠Z - 传说的超战士们
Dragon Ball Z - Les Guerriers Legendaires (France),龙珠Z - 传说的超战士们
Dragon Dance (USA) (SGB Enhanced) (GB Compatible),龙舞弹珠
Dragon Quest I & II (Japan) (SGB Enhanced) (GB Compatible),勇者斗恶龙1+2
Dragon Quest III - Soshite Densetsu e... (Japan),勇者斗恶龙3
Dragon Quest Monsters (Germany) (SGB Enhanced) (GB Compatible),勇者斗恶龙怪兽篇
Dragon Quest Monsters - Terry no Wonderland (Japan) (Rev 1) (SGB Enhanced) (GB Compatible),勇者斗恶龙怪兽篇 - 特鲁内克大冒险
Dragon Quest Monsters - Terry no Wonderland (Japan) (SGB Enhanced) (GB Compatible),勇者斗恶龙怪兽篇 - 特鲁内克大冒险
Dragon Quest Monsters 2 - Maruta no Fushigi na Kagi - Iru no Bouken (Japan) (SGB Enhanced) (GB Compatible),勇者斗恶龙怪兽仙境2 - 女孩版
Dragon Quest Monsters 2 - Maruta no Fushigi na Kagi - Ruka no Tabidachi (Japan) (Rev 1) (SGB Enhanced) (GB Compatible),勇者斗恶龙怪兽仙境2 - 男孩版
Dragon Quest Monsters 2 - Maruta no Fushigi na Kagi - Ruka no Tabidachi (Japan) (SGB Enhanced) (GB Compatible),勇者斗恶龙怪兽仙境2 - 男孩版
Dragon Tales - Dragon Adventures (USA),龙的故事 - 龙之冒险
Dragon Tales - Dragon Wings (Europe),龙之传说
Dragon Tales - Dragon Wings (USA),龙之传说
Dragon Warrior I & II (USA) (SGB Enhanced) (GB Compatible),勇者斗恶龙1+2
Dragon Warrior III (USA),勇者斗恶龙3
"Dragon Warrior Monsters (USA, Europe) (SGB Enhanced) (GB Compatible)",勇者斗恶龙怪兽篇
Dragon Warrior Monsters 2 - Cobi's Journey (USA) (SGB Enhanced) (GB Compatible),勇者斗恶龙怪兽篇2 - 科比的冒险
Dragon Warrior Monsters 2 - Tara's Adventure (USA) (SGB Enhanced) (GB Compatible),勇者斗恶龙怪兽篇2 - 塔拉的冒险
"Dragon's Lair (USA, Europe) (En,Ja,Fr,De,Es,Zh)",龙的传说
"Driver (Europe) (En,Fr,De,Es,It)",风火轮赛车
"Driver - You Are the Wheelman (USA) (En,Fr,De,Es,It)",驾驶员
Dropzone (Europe) (GB Compatible),无限地带
"Duke Nukem (Europe) (En,Fr,De,Es,It)",毁灭公爵
"Duke Nukem (USA) (En,Fr,De,Es,It)",毁灭公爵
"Dukes of Hazzard, The - Racing for Home (Europe) (En,Fr,De)",哈兹达赛车
"Dukes of Hazzard, The - Racing for Home (USA)",哈兹达赛车
Dungeon Savior (Japan) (SGB Enhanced) (GB Compatible),地牢拯救者
E.T. - The Extra-Terrestrial - Digital Companion (USA),ET外星人 - 异星同伴
