Name EN,Name CN
Tomcat Alley (Australia),雄猫巷
Yumemi Mystery Mansion (Europe) (Made in Japan),梦见馆物语
Yumemi Mystery Mansion (Australia),梦见馆物语
Jurassic Park (Europe),侏罗纪公园
Thunderhawk (Europe) (Demo),AH3雷霆战士
Dracula Unleashed (Europe) (Disc 1) (Made in Japan),德古拉的释放
Compton's Interactive Encyclopedia (USA) (Version 2.00S),康普顿互动百科全书
Blackhole Assault (USA) (Alt),黑洞突击
Surgical Strike (USA),外科手术式打击
Hook (USA) (Alt),铁钩船长
"Amazing Spider-Man vs. The Kingpin, The (USA) (Rev 1)",超凡蜘蛛侠vs金并
Bram Stoker's Dracula (USA) (Alt 1),吸血鬼惊情四百年
Samurai Shodown (USA) (RE),侍魂
Night Trap (USA) (Disc 1) (Rerelease),午夜陷阱
Night Trap (USA) (Disc 2) (Rerelease),午夜陷阱
Road Rash (USA),暴力摩托
Sega Classics Arcade Collection (USA) (4-in-1) (RE2),世嘉经典街机游戏合集 - 4合1
Note! Color Mechanica (USA) (Unl) (Alt),注意!彩色力学
"Software Toolworks' Star Wars Chess, The (USA)",星球大战国际象棋
Slam City with Scottie Pippen (USA) (Disc 1) (Fingers) (Sega CD 32X),大满贯城市
Slam City with Scottie Pippen (USA) (Disc 2) (Juice) (Sega CD 32X),大满贯城市
Slam City with Scottie Pippen (USA) (Disc 3) (Mad Dog) (Sega CD 32X),大满贯城市
Slam City with Scottie Pippen (USA) (Disc 4) (Smash) (Sega CD 32X),大满贯城市
Supreme Warrior (USA) (Disc 1) (Fire & Earth),至尊战士
Supreme Warrior (USA) (Disc 2) (Wind & Fang Tu),至尊战士
Snatcher (Europe) (Beta) (1994-10-07),掠夺者
Batman Returns (USA) (Alt),蝙蝠侠归来
Dracula Unleashed (Europe) (Disc 2) (Made in Japan),德古拉的释放
Sega CD Demo (Japan) (Proto) (1992-05-29),
CD Sonic the Hedgehog (Japan) (Beta) (1992-12-04),索尼克CD
CD Sonic the Hedgehog (Japan) (Beta) (1993-05-13),索尼克CD
CD Sonic the Hedgehog (Japan) (Beta) (1993-06-21),索尼克CD
Sonic the Hedgehog CD (Japan) (Beta) (1993-07-12),索尼克CD
Sonic CD (Europe) (Beta) (1993-08-06),索尼克CD
Sonic CD (Europe) (Beta) (1993-08-19),索尼克CD
Sonic CD (USA) (Beta) (1993-10-12),索尼克CD
What Is X'Eye Multi Entertainment System (USA),
Heavenly Symphony - Formula One World Championship 1993 (Japan) (Demo),F1方程式赛车世界冠军 - 超越极限
Pier Solar and the Great Architects - The Definitive Original Soundtrack (Europe) (Disc 4) (Enhanced Soundtrack Disc),太阳码头与伟大建筑家 - 终极原声带
Marko (USA) (Unl),马可的魔法足球
Star Wars - Rebel Assault (USA) (Limited Run Games),星球大战 - 叛军突击
Links - The Challenge of Golf (USA),林克斯 - 高尔夫的挑战
Sol-Feace (USA) (RE),第五乐章
"Secret of Monkey Island, The (USA) (Limited Run Games)",猴岛小英雄
Psychic Detective Series Vol. 3 - Aya (Japan) (Demo),灵魂侦探3 - Aya
Sonic CD (USA) (Alt),索尼克CD
WireHead (Europe) (Beta) (1995-09-12),资深玩家
Supreme Warrior (USA) (Disc 1) (Fire & Earth) (Alt),至尊战士
Mighty Mighty Missile (USA) (Unl),威武的导弹
Sonic CD (USA) (RE125) (Alt 2),索尼克CD
