Name EN,Name CN
"Double Dragon 3 - The Arcade Game (USA, Europe)",双截龙3
Double Dragon II - The Revenge (Japan) (En),双截龙2
Double Dragon V - The Shadow Falls (USA),双截龙5
Double Dribble - The Playoff Edition (USA),NBA季后赛
Dr. Robotnik's Mean Bean Machine (Europe),魔法气泡外传
Dr. Robotnik's Mean Bean Machine (USA),魔法气泡外传
Dragon - The Bruce Lee Story (Europe),龙的传人 - 李小龙传说
Dragon - The Bruce Lee Story (USA),龙的传人 - 李小龙传说
Dragon Ball Z - Buyuu Retsuden (Japan),龙珠Z - 武勇列传
Dragon Ball Z - L'Appel du Destin (France),龙珠Z - 武勇列传
Dragon Slayer - Eiyuu Densetsu (Japan),英雄传说
Dragon Slayer - Eiyuu Densetsu II (Japan),英雄传说2
Dragon's Eye Plus - Shanghai III (Japan),龙之目 - 上海3
"Dragon's Fury (USA, Europe)",龙之弹珠檯
Dragon's Revenge (Japan) (En),龙之弹珠檯 - 革命版
"Dragon's Revenge (USA, Europe)",龙之弹珠檯 - 革命版
Dream Team USA (Japan),梦之队美国
Duke Nukem 3D (Brazil) (En),毁灭公爵3D
Dune - The Battle for Arrakis (USA),沙丘 - 阿拉基斯之战
Dune II - Kampf um den Wuestenplaneten (Germany),沙丘2 - 阿拉基斯之战
Dune II - The Battle for Arrakis (Europe),沙丘2 - 阿拉基斯之战
"Dungeons & Dragons - Warriors of the Eternal Sun (USA, Europe)",龙与地下城:永恒之日的武士
Dyna Brothers (Japan),恐龙兄弟
Dyna Brothers 2 (Japan),恐龙兄弟2
Dyna Brothers 2 Special (Japan) (Virtual Console),恐龙兄弟2特别版
Dynamite Duke (World),毁灭公爵
Dynamite Duke (World) (Rev A),毁灭公爵
Dynamite Headdy (Japan),大头小子
"Dynamite Headdy (USA, Europe)",大头小子
EA Hockey (Europe),EA曲棍球联赛
EA Hockey (Japan) (En),EA曲棍球联赛
ESPN Baseball Tonight (USA),ESPN棒球之夜
ESPN National Hockey Night (USA),ESPN曲棍球之夜
ESPN Speed World (USA),ESPN极速世界
ESPN Sunday Night NFL (USA),ESPN实况曲棍球
"ESWAT - City under Siege (USA, Europe) (Rev A)",武装行警
Earnest Evans (USA),热心的埃文斯
Earthworm Jim (Europe),蚯蚓吉姆
Earthworm Jim (USA),蚯蚓吉姆
Earthworm Jim 2 (Europe),蚯蚓吉姆2
Earthworm Jim 2 (USA),蚯蚓吉姆2
"Ecco - The Tides of Time (Europe) (En,Fr,De,Es)",海豚历险记 - 时间的潮汐
Ecco - The Tides of Time (USA),海豚历险记 - 时间的潮汐
Ecco - The Tides of Time (USA) (Sega Channel),海豚历险记 - 时间的潮汐
"Ecco Jr. (USA, Australia)",小海豚历险记
Ecco the Dolphin (Japan),海豚历险记
"Ecco the Dolphin (USA, Europe, Korea) (En)",海豚历险记
Ecco the Dolphin II (Japan),海豚历险记2
El.Viento (Japan),EL维恩特
El.Viento (USA),EL维恩特
Elemental Master (Japan),强力支配者
Elemental Master (USA),强力支配者
Eliminate Down (Japan) (En),空战
Elitserien 95 (Sweden),曲棍球赛季95
Elitserien 96 (Sweden),曲棍球赛季96
Empire of Steel (Europe),钢铁帝国
Eternal Champions (Europe),武士道
"Eternal Champions (Japan, Korea) (En)",武士道
Eternal Champions (USA),武士道
Europa Sensen (Japan),征战欧洲
European Club Soccer (Europe),欧洲杯足球
Evander Holyfield's 'Real Deal' Boxing (World),伊万德霍利菲尔德的真实拳击
"Ex-Mutants (USA, Europe)",EX异种
Ex-Ranza (Japan) (En),鸟人战机
Exile (USA),流放
Exile (USA) (Sega Channel),流放
Exile - Toki no Hazama he (Japan),流放 - 时间之夹缝
Exo Squad (Europe),空中战警
Exo Squad (USA),空中战警
"F-117 Night Storm (USA, Europe)",F117死亡龙卷
F-117 Stealth - Operation - Night Storm (Japan),F117死亡龙卷
F-15 Strike Eagle II (Europe),F15猎鹰行动
F-15 Strike Eagle II (USA),F15猎鹰行动
F-22 Interceptor (USA) (1991-09-17) (Sega Channel),F22拦截机
F-22 Interceptor - Advanced Tactical Fighter (Japan),F22拦截机
F-22 Interceptor - Advanced Tactical Fighter (USA) (Rev 1),F22拦截机
"F-22 Interceptor - Advanced Tactical Fighter (USA, Europe) (F-202)",F22拦截机
F1 (Europe),F1赛车
F1 - World Championship Edition (Europe),F1世界锦标赛
F1 Circus MD (Japan),F1赛车
"FIFA 98 - Road to World Cup (Europe) (En,Fr,Es,It,Sv)",FIFA足球98世界盃
"FIFA International Soccer (Japan) (En,Ja)",FIFA国际足球
"FIFA International Soccer (USA, Europe) (En,Fr,De,Es)",FIFA国际足球
"FIFA Soccer 95 (Korea) (En,Fr,De,Es)",FIFA足球95
"FIFA Soccer 95 (USA, Europe) (En,Fr,De,Es)",FIFA足球95
"FIFA Soccer 96 (USA, Europe) (En,Fr,De,Es,It,Sv)",FIFA足球96
"FIFA Soccer 97 (USA, Europe) (En,Fr,De,Es,It,Sv)",FIFA足球97金版
"Faery Tale Adventure, The (USA, Europe)",幻境传说
Family Feud (USA),家庭竞赛
"Fantasia (USA, Europe)",米老鼠 - 幻想曲
"Fantasia (USA, Europe) (1991-06-17) (Sega Channel)",米老鼠 - 幻想曲
Fantasia (World) (Rev A),米老鼠 - 幻想曲
"Fantastic Dizzy (USA, Europe) (En,Fr,De,Es,It)",鸡蛋冒险
"Fantasy Zone (World) (Mega Drive Mini 2, Genesis Mini 2)",幻想地带
Fastest 1 (Japan) (En),大赛车
"Fatal Fury (Europe, Korea) (En)",饿狼传说1
Fatal Fury (USA),饿狼传说1
"Fatal Fury 2 (USA, Korea) (En)",饿狼传说2
"Fatal Labyrinth (USA, Europe) (En,Ja)",致命迷宫
"Fatal Rewind (USA, Europe)",机械战狗
"Fatal Rewind (USA, Europe) (Rev 1)",机械战狗
Fatman (Japan) (En),肥人
Ferias Frustradas do Pica Pau (Brazil),火烈鸟
Ferrari Grand Prix Challenge (Europe),长途汽车挑战赛
Ferrari Grand Prix Challenge (USA),长途汽车挑战赛
"Fever Pitch Soccer (Europe) (En,Fr,De,Es,It)",疯狂足球
"Fighting Masters (Japan, Korea) (En)",星际老大
Fighting Masters (USA),星际老大
Final Blow (Japan) (En),拳击
"Final Zone (Japan, USA) (En)",最终战区
Fire Mustang (Japan),超级军刀
Fire Shark (Europe),鲛!鲛!鲛!
Fire Shark (USA),鲛!鲛!鲛!
"Flashback (Europe) (En,Fr)",闪电归来 - 永恒的追寻
Flashback (Japan),闪电归来 - 永恒的追寻
"Flashback - The Quest for Identity (USA) (En,Fr)",永恆追求
"Flicky (USA, Europe)",小鸟菲基
"Flink (Europe) (En,Fr,De)",弗林克的冒险
"Flintstones, The (Europe)",石头族乐园
"Flintstones, The (Japan)",石头族乐园
"Flintstones, The (USA) (Taito)",石头族乐园
Forca Alienigena (Brazil),外星力量
Foreman for Real (World),福尔曼的真实拳击
"Forgotten Worlds (World) (En,Ja)",世界末日 - 0版
"Forgotten Worlds (World) (En,Ja) (Rev A)",世界末日 - 0版
Formula One (USA),一级方程式赛车
"Frank Thomas Big Hurt Baseball (USA, Europe)",法兰克汤姆斯棒球
Frogger (USA),青蛙过街
Frogger (USA) (Rev 1),青蛙过街
From TV Animation Slam Dunk - Kyougou Makkou Taiketsu! (Japan),灌篮高手
Fun 'n Games (Europe),玩具游戏
Fun 'n' Games (USA),玩具游戏
Fushigi no Umi no Nadia (Japan),蓝宝石之迷
Futari de Puyo Puyo Sun (Japan) (Mega Drive Mini 2),对战魔法气泡
G-LOC - Air Battle (World),G-Loc空战
G-LOC - Air Battle (World) (1992-11-23) (Sega Channel),G-Loc空战
Gadget Twins (USA),双胞小飞机
